Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Date,Clicks,Impressions,Engagement_Score,Customer_Segment
208,DataTech Solutions,Display,Women 25-34,45 days,Google Ads,0.11,12864,2.87,Los Angeles,27/07/2021,280,2676,7,Health & Wellness
209,NexGen Systems,Display,All Ages,15 days,Google Ads,0.11,17562,3.66,Chicago,28/07/2021,308,6903,7,Health & Wellness
210,Innovate Industries,Display,All Ages,45 days,Email,0.08,17461,2.81,Los Angeles,29/07/2021,554,8096,10,Health & Wellness
211,DataTech Solutions,Search,Women 35-44,30 days,Website,0.08,19366,7.94,Chicago,30/07/2021,868,8919,10,Health & Wellness
212,NexGen Systems,Social Media,All Ages,30 days,Instagram,0.02,6907,2.39,Houston,31/07/2021,376,1503,5,Foodies
213,DataTech Solutions,Social Media,Women 25-34,45 days,Email,0.15,16540,2.72,Houston,8/1/2021,264,3516,2,Foodies
214,TechCorp,Display,All Ages,60 days,Email,0.05,5020,7.67,Chicago,8/2/2021,773,3130,5,Health & Wellness
215,Alpha Innovations,Influencer,Women 25-34,45 days,YouTube,0.06,13697,2.79,Los Angeles,8/3/2021,999,2557,3,Health & Wellness
216,Alpha Innovations,Social Media,Women 25-34,30 days,Email,0.14,19308,4.39,New York,8/4/2021,726,6296,5,Health & Wellness
217,NexGen Systems,Search,Women 35-44,30 days,Google Ads,0.11,13185,6.06,Houston,8/5/2021,614,9971,10,Fashionistas
218,DataTech Solutions,Email,Men 18-24,15 days,Instagram,0.05,15880,5.85,Los Angeles,8/6/2021,967,9549,5,Tech Enthusiasts
219,TechCorp,Search,Women 25-34,15 days,Email,0.08,13524,3.91,Los Angeles,8/7/2021,167,9596,10,Foodies
220,Innovate Industries,Influencer,All Ages,15 days,Email,0.03,10536,8,New York,8/8/2021,924,3584,10,Fashionistas
221,Alpha Innovations,Email,Men 18-24,15 days,Email,0.02,5941,6.73,Miami,8/9/2021,715,8580,2,Tech Enthusiasts
222,Alpha Innovations,Email,Men 25-34,15 days,Instagram,0.09,12239,2.98,Los Angeles,8/10/2021,198,8847,2,Foodies
223,DataTech Solutions,Search,Women 25-34,30 days,Facebook,0.04,11973,5.36,Los Angeles,8/11/2021,240,5611,6,Fashionistas
224,TechCorp,Display,Women 35-44,15 days,Google Ads,0.1,5697,7.76,Miami,8/12/2021,285,3131,1,Foodies
225,DataTech Solutions,Email,Men 25-34,30 days,Instagram,0.12,6388,6.8,Houston,13/08/2021,159,4073,7,Outdoor Adventurers
226,NexGen Systems,Influencer,Women 35-44,60 days,Facebook,0.15,10330,2.83,Houston,14/08/2021,153,5056,1,Foodies
227,Innovate Industries,Email,Men 18-24,45 days,Instagram,0.08,5429,6.93,Los Angeles,15/08/2021,423,7289,1,Foodies
228,TechCorp,Influencer,Men 25-34,45 days,Google Ads,0.15,16318,5.39,Chicago,16/08/2021,660,1268,1,Health & Wellness
229,Innovate Industries,Search,Men 25-34,60 days,Website,0.08,10475,6.46,Los Angeles,17/08/2021,111,8357,6,Tech Enthusiasts
230,Alpha Innovations,Search,Women 35-44,30 days,Instagram,0.02,14610,5.38,Los Angeles,18/08/2021,820,5111,4,Fashionistas
231,DataTech Solutions,Email,Women 35-44,15 days,Facebook,0.1,9636,5.08,New York,19/08/2021,935,6946,2,Fashionistas
232,NexGen Systems,Email,Women 25-34,60 days,Google Ads,0.05,11450,2.89,New York,20/08/2021,685,7667,6,Fashionistas
233,DataTech Solutions,Email,Women 35-44,60 days,Facebook,0.02,14372,4.26,Houston,21/08/2021,703,6178,2,Tech Enthusiasts
234,Innovate Industries,Search,Men 25-34,60 days,Website,0.04,15105,5.61,Chicago,22/08/2021,366,8306,1,Fashionistas
235,Alpha Innovations,Display,Men 25-34,15 days,Facebook,0.07,10319,7.47,Chicago,23/08/2021,409,4851,6,Outdoor Adventurers
236,TechCorp,Search,Women 25-34,45 days,Google Ads,0.04,5220,4.79,New York,24/08/2021,662,8586,2,Fashionistas
237,NexGen Systems,Search,Men 18-24,30 days,Email,0.14,15820,5.12,Chicago,25/08/2021,240,6283,9,Health & Wellness
238,Innovate Industries,Display,Men 18-24,60 days,Website,0.01,18076,3.13,New York,26/08/2021,320,5064,6,Fashionistas
239,Innovate Industries,Social Media,Women 25-34,60 days,Email,0.08,18074,5.99,Chicago,27/08/2021,587,4909,5,Outdoor Adventurers
240,Alpha Innovations,Email,Women 35-44,60 days,Google Ads,0.1,6676,5.75,Los Angeles,28/08/2021,119,6702,7,Tech Enthusiasts
241,Innovate Industries,Display,Women 25-34,45 days,Email,0.06,19928,4.24,Miami,29/08/2021,116,3794,4,Foodies
242,NexGen Systems,Search,Women 25-34,60 days,Google Ads,0.11,14322,5.66,New York,30/08/2021,872,8759,2,Fashionistas
243,Alpha Innovations,Influencer,Men 18-24,60 days,Website,0.1,19463,3.02,Miami,31/08/2021,970,8060,3,Tech Enthusiasts
244,Alpha Innovations,Influencer,Men 25-34,45 days,Google Ads,0.13,12616,5.23,New York,9/1/2021,864,1054,6,Fashionistas
245,DataTech Solutions,Influencer,Women 25-34,30 days,Website,0.12,14856,2.05,Chicago,9/2/2021,597,2672,3,Fashionistas
246,DataTech Solutions,Display,Men 18-24,15 days,Instagram,0.14,19347,3.49,Houston,9/3/2021,993,5113,2,Tech Enthusiasts
247,DataTech Solutions,Social Media,Men 25-34,15 days,Google Ads,0.15,14124,6.53,New York,9/4/2021,967,4832,8,Health & Wellness
248,DataTech Solutions,Social Media,Women 25-34,45 days,Google Ads,0.15,9761,3.26,Chicago,9/5/2021,350,4327,10,Outdoor Adventurers
249,DataTech Solutions,Social Media,Women 35-44,30 days,Google Ads,0.1,5575,3.42,Houston,9/6/2021,324,2310,6,Foodies
250,Alpha Innovations,Display,All Ages,15 days,Email,0.13,15120,5.25,Chicago,9/7/2021,897,1928,7,Fashionistas
251,Innovate Industries,Display,Women 25-34,45 days,Website,0.1,16108,2.15,New York,9/8/2021,162,7983,7,Fashionistas
252,Innovate Industries,Display,Men 18-24,60 days,Email,0.03,6459,5.33,Houston,9/9/2021,949,7441,4,Outdoor Adventurers
253,Alpha Innovations,Search,All Ages,30 days,Email,0.08,16937,4.24,Houston,9/10/2021,154,7455,9,Tech Enthusiasts
254,Innovate Industries,Influencer,Women 35-44,60 days,Facebook,0.07,11092,4.55,Los Angeles,9/11/2021,735,7035,7,Foodies
255,Innovate Industries,Social Media,Women 35-44,30 days,Facebook,0.05,6772,5.55,New York,9/12/2021,341,9370,2,Fashionistas
256,NexGen Systems,Influencer,Men 25-34,30 days,YouTube,0.08,7331,2.27,Miami,13/09/2021,222,7421,7,Health & Wellness
257,Innovate Industries,Display,Men 25-34,45 days,YouTube,0.02,16189,6.92,New York,14/09/2021,841,9783,7,Foodies
258,Innovate Industries,Display,Women 35-44,30 days,Instagram,0.06,11003,7.63,Miami,15/09/2021,986,6349,3,Fashionistas
259,NexGen Systems,Social Media,Men 25-34,15 days,Google Ads,0.07,7726,7.64,Houston,16/09/2021,314,4021,4,Tech Enthusiasts
260,Innovate Industries,Search,Men 25-34,30 days,Website,0.03,15424,2.56,New York,17/09/2021,838,9611,6,Tech Enthusiasts
261,Alpha Innovations,Display,Men 18-24,45 days,Instagram,0.04,13154,5.69,Chicago,18/09/2021,394,7139,2,Health & Wellness
262,Alpha Innovations,Email,Men 18-24,60 days,Google Ads,0.04,9005,3.35,Los Angeles,19/09/2021,536,7663,4,Foodies
263,TechCorp,Search,All Ages,30 days,Google Ads,0.12,13481,6.44,Chicago,20/09/2021,143,5377,8,Tech Enthusiasts
264,TechCorp,Social Media,Men 18-24,45 days,Email,0.05,9957,3.16,Houston,21/09/2021,426,4894,10,Health & Wellness
265,DataTech Solutions,Social Media,Women 25-34,45 days,Facebook,0.07,12840,3.29,Houston,22/09/2021,295,9944,9,Foodies
266,Alpha Innovations,Display,All Ages,30 days,Website,0.07,18572,7.1,Chicago,23/09/2021,661,8775,2,Foodies
267,NexGen Systems,Social Media,Men 18-24,15 days,Website,0.07,7981,4.52,Houston,24/09/2021,441,9476,7,Outdoor Adventurers
268,TechCorp,Search,Women 25-34,30 days,Google Ads,0.03,13134,7.66,Houston,25/09/2021,983,3980,4,Outdoor Adventurers
269,Alpha Innovations,Email,Women 25-34,45 days,Email,0.09,17232,3.77,Houston,26/09/2021,354,9225,3,Health & Wellness
270,Alpha Innovations,Social Media,Men 18-24,45 days,Google Ads,0.03,18883,3.54,New York,27/09/2021,570,9730,9,Fashionistas
271,Innovate Industries,Display,Men 25-34,15 days,Instagram,0.03,14168,3.39,New York,28/09/2021,676,4287,1,Health & Wellness
272,Innovate Industries,Search,Men 25-34,30 days,Email,0.09,8078,4.65,Miami,29/09/2021,741,5040,2,Foodies
273,TechCorp,Search,Women 35-44,15 days,Instagram,0.06,19023,7.62,Los Angeles,30/09/2021,274,4451,7,Tech Enthusiasts
274,DataTech Solutions,Social Media,All Ages,45 days,Facebook,0.08,12970,7.25,Los Angeles,10/1/2021,860,6750,6,Foodies
275,Alpha Innovations,Influencer,Women 35-44,60 days,Email,0.06,8786,7.56,Houston,10/2/2021,397,6102,8,Foodies
276,NexGen Systems,Influencer,All Ages,60 days,Google Ads,0.07,14623,3.05,Los Angeles,10/3/2021,449,7339,1,Fashionistas
277,DataTech Solutions,Email,Men 25-34,15 days,Instagram,0.08,6326,5.2,Miami,10/4/2021,461,7818,2,Health & Wellness
278,DataTech Solutions,Email,All Ages,30 days,Website,0.03,18728,5.48,Houston,10/5/2021,831,9026,10,Health & Wellness
279,DataTech Solutions,Email,Men 18-24,30 days,Email,0.14,12494,7.56,Miami,10/6/2021,631,9863,10,Fashionistas
280,NexGen Systems,Display,Men 25-34,60 days,Instagram,0.02,11640,6.62,Los Angeles,10/7/2021,560,1229,8,Health & Wellness
281,NexGen Systems,Search,Women 25-34,60 days,Instagram,0.01,8340,3.9,Houston,10/8/2021,570,8066,5,Health & Wellness
282,Alpha Innovations,Display,Women 25-34,60 days,Email,0.11,10909,6.21,Los Angeles,10/9/2021,921,2726,2,Outdoor Adventurers
283,DataTech Solutions,Email,All Ages,60 days,YouTube,0.05,12008,3.01,New York,10/10/2021,262,8773,5,Tech Enthusiasts
284,NexGen Systems,Email,Women 25-34,45 days,Instagram,0.15,15178,7.68,Chicago,10/11/2021,294,9365,4,Health & Wellness
285,Innovate Industries,Search,Women 35-44,30 days,YouTube,0.02,8493,6.92,Houston,10/12/2021,257,7802,1,Health & Wellness
286,TechCorp,Email,Women 35-44,45 days,YouTube,0.06,11813,6.03,Miami,13/10/2021,441,6520,6,Fashionistas
287,Alpha Innovations,Influencer,All Ages,45 days,Instagram,0.14,11491,7.08,Chicago,14/10/2021,433,8276,7,Outdoor Adventurers
288,Innovate Industries,Email,Men 18-24,60 days,Google Ads,0.05,13976,5.28,Chicago,15/10/2021,554,8163,4,Outdoor Adventurers
289,Alpha Innovations,Search,Men 25-34,30 days,Google Ads,0.02,6300,4.47,Houston,16/10/2021,704,4780,4,Outdoor Adventurers
290,TechCorp,Search,Women 35-44,60 days,Instagram,0.04,9263,5.88,Houston,17/10/2021,399,8595,4,Health & Wellness
291,DataTech Solutions,Display,Men 25-34,15 days,Facebook,0.05,6609,2.27,New York,18/10/2021,664,4193,4,Foodies
292,Innovate Industries,Search,Women 35-44,60 days,Website,0.04,5037,4.3,Los Angeles,19/10/2021,784,9745,1,Tech Enthusiasts
293,Innovate Industries,Email,Men 25-34,15 days,Facebook,0.04,18537,2.25,Chicago,20/10/2021,697,5523,6,Outdoor Adventurers
294,TechCorp,Social Media,Women 25-34,30 days,Website,0.12,14238,4.53,New York,21/10/2021,552,1050,6,Foodies
295,DataTech Solutions,Display,Men 18-24,60 days,Website,0.05,14949,2.09,Los Angeles,22/10/2021,200,2467,8,Tech Enthusiasts
296,Innovate Industries,Influencer,Women 25-34,45 days,YouTube,0.06,6243,5.09,Houston,23/10/2021,924,5798,8,Health & Wellness
297,Alpha Innovations,Display,All Ages,30 days,Instagram,0.05,12470,7.2,Los Angeles,24/10/2021,247,4962,10,Outdoor Adventurers
298,TechCorp,Display,Men 25-34,15 days,Google Ads,0.06,14236,5.67,Chicago,25/10/2021,801,3054,4,Fashionistas
299,DataTech Solutions,Display,Men 25-34,60 days,Email,0.02,18677,3.71,Los Angeles,26/10/2021,334,1647,1,Foodies
300,Innovate Industries,Social Media,All Ages,60 days,Email,0.06,17986,7.99,Chicago,27/10/2021,199,8846,10,Tech Enthusiasts
301,Alpha Innovations,Social Media,Women 25-34,15 days,Google Ads,0.07,11553,6.05,New York,28/10/2021,420,3838,1,Health & Wellness
302,Alpha Innovations,Display,Women 25-34,60 days,Website,0.02,10856,6.46,Houston,29/10/2021,406,6117,6,Fashionistas
303,Innovate Industries,Email,Men 18-24,30 days,Google Ads,0.12,14564,6.35,Houston,30/10/2021,771,3901,2,Foodies
304,TechCorp,Email,Men 25-34,30 days,Facebook,0.03,7215,6.82,New York,31/10/2021,586,7959,2,Health & Wellness
305,DataTech Solutions,Search,Women 25-34,15 days,Google Ads,0.1,14291,2.94,Los Angeles,11/1/2021,872,6875,7,Tech Enthusiasts
306,DataTech Solutions,Display,Men 18-24,15 days,YouTube,0.09,5189,4.71,Miami,11/2/2021,845,2395,9,Health & Wellness
307,Alpha Innovations,Display,Women 25-34,30 days,YouTube,0.03,8249,6.02,New York,11/3/2021,566,9149,10,Tech Enthusiasts
308,Innovate Industries,Email,Men 18-24,45 days,Facebook,0.14,14830,7.55,Los Angeles,11/4/2021,858,8551,1,Tech Enthusiasts
309,Innovate Industries,Display,Women 35-44,30 days,Website,0.1,5187,5.4,Miami,11/5/2021,254,2409,8,Health & Wellness
310,NexGen Systems,Display,All Ages,30 days,Website,0.12,6813,5.59,Houston,11/6/2021,803,2031,3,Foodies
311,Innovate Industries,Search,All Ages,60 days,Instagram,0.04,15776,3,Houston,11/7/2021,325,5452,3,Outdoor Adventurers
312,Innovate Industries,Social Media,Men 18-24,15 days,Instagram,0.06,7059,2.34,Los Angeles,11/8/2021,695,4167,4,Tech Enthusiasts
313,DataTech Solutions,Influencer,Women 25-34,45 days,Instagram,0.11,5829,7.9,Chicago,11/9/2021,195,8154,9,Tech Enthusiasts
314,TechCorp,Display,All Ages,45 days,Google Ads,0.09,8756,4.02,Houston,11/10/2021,513,6124,9,Health & Wellness
315,TechCorp,Email,All Ages,60 days,Website,0.14,13515,5.54,Los Angeles,11/11/2021,645,1813,2,Health & Wellness
316,NexGen Systems,Social Media,Women 35-44,60 days,Website,0.1,11573,3.89,Chicago,11/12/2021,439,1258,1,Foodies
317,NexGen Systems,Social Media,Women 25-34,45 days,Instagram,0.02,18073,4.1,New York,13/11/2021,737,7217,5,Outdoor Adventurers
318,Innovate Industries,Social Media,Men 18-24,45 days,Website,0.06,10446,2.69,Chicago,14/11/2021,568,2153,8,Tech Enthusiasts
319,Innovate Industries,Influencer,Women 25-34,45 days,Email,0.15,10042,4.24,Los Angeles,15/11/2021,458,5007,7,Fashionistas
320,Alpha Innovations,Email,Men 25-34,45 days,YouTube,0.05,16416,7.45,New York,16/11/2021,233,6820,1,Fashionistas
321,TechCorp,Search,Men 18-24,45 days,Email,0.13,15863,2.46,New York,17/11/2021,652,3790,8,Health & Wellness
322,DataTech Solutions,Display,Women 25-34,30 days,Email,0.02,5720,3.2,Chicago,18/11/2021,568,5613,6,Foodies
323,TechCorp,Email,Men 18-24,30 days,Website,0.09,18371,7.02,Chicago,19/11/2021,515,1957,1,Fashionistas
324,NexGen Systems,Email,Men 25-34,60 days,Instagram,0.08,9735,3.15,Chicago,20/11/2021,730,1745,5,Outdoor Adventurers
325,TechCorp,Display,All Ages,60 days,Email,0.06,14549,3.11,Houston,21/11/2021,619,4159,1,Health & Wellness
326,Innovate Industries,Influencer,Women 25-34,15 days,Email,0.13,15540,2.51,Los Angeles,22/11/2021,946,5454,2,Foodies
327,Alpha Innovations,Email,Men 25-34,30 days,Email,0.03,6398,6.12,New York,23/11/2021,326,7358,4,Fashionistas
328,TechCorp,Influencer,Men 25-34,30 days,YouTube,0.01,8212,5.22,Miami,24/11/2021,800,6207,9,Health & Wellness
329,DataTech Solutions,Display,All Ages,30 days,Facebook,0.08,10423,5.32,Los Angeles,25/11/2021,259,7752,7,Fashionistas
330,Innovate Industries,Influencer,Women 35-44,30 days,Instagram,0.1,6841,6.4,Houston,26/11/2021,517,1438,9,Health & Wellness
331,Innovate Industries,Search,Women 35-44,30 days,Email,0.12,12716,5.92,Houston,27/11/2021,130,3442,1,Foodies
332,NexGen Systems,Influencer,Men 18-24,30 days,Instagram,0.06,7710,2.28,Chicago,28/11/2021,602,2757,8,Outdoor Adventurers
333,Innovate Industries,Display,Women 35-44,30 days,Google Ads,0.13,18752,5.27,Houston,29/11/2021,474,8594,7,Foodies
334,NexGen Systems,Influencer,Women 25-34,60 days,Instagram,0.04,11848,4.99,Los Angeles,30/11/2021,563,5704,7,Fashionistas
335,Innovate Industries,Search,Women 35-44,15 days,YouTube,0.05,5040,7.66,New York,12/1/2021,285,1599,2,Tech Enthusiasts
336,Innovate Industries,Social Media,All Ages,15 days,Facebook,0.07,19395,4.14,Los Angeles,12/2/2021,282,6235,9,Foodies
337,DataTech Solutions,Influencer,Men 25-34,60 days,Website,0.02,6130,3.92,Houston,12/3/2021,497,2308,8,Foodies
338,Alpha Innovations,Social Media,Women 35-44,15 days,Email,0.02,11045,7.34,New York,12/4/2021,577,3950,8,Health & Wellness
339,TechCorp,Display,Men 18-24,30 days,Website,0.08,8527,4.39,Chicago,12/5/2021,902,2391,2,Foodies
340,DataTech Solutions,Display,Women 25-34,30 days,Website,0.13,9037,2.59,Miami,12/6/2021,443,5607,7,Tech Enthusiasts
341,Innovate Industries,Influencer,Women 25-34,30 days,Facebook,0.01,9524,4.16,Chicago,12/7/2021,199,7575,4,Outdoor Adventurers
342,DataTech Solutions,Search,Men 25-34,15 days,Instagram,0.07,5467,4.25,Miami,12/8/2021,531,3279,5,Foodies
343,DataTech Solutions,Social Media,Women 35-44,30 days,Email,0.02,10894,2.15,Chicago,12/9/2021,788,2068,6,Health & Wellness
344,Innovate Industries,Display,All Ages,60 days,Email,0.02,8583,5.82,Los Angeles,12/10/2021,480,2818,9,Foodies
345,Alpha Innovations,Email,All Ages,60 days,Website,0.03,16700,5.59,Houston,12/11/2021,819,8035,1,Outdoor Adventurers
346,TechCorp,Email,Women 35-44,30 days,Google Ads,0.13,16452,6.59,Miami,12/12/2021,747,1720,3,Outdoor Adventurers
347,Innovate Industries,Email,All Ages,30 days,YouTube,0.1,15069,7.77,Los Angeles,13/12/2021,471,9996,6,Tech Enthusiasts
348,DataTech Solutions,Display,Men 18-24,30 days,Website,0.03,13272,7.41,Miami,14/12/2021,363,4534,3,Foodies
349,TechCorp,Email,Men 18-24,15 days,Facebook,0.07,19675,4.13,Miami,15/12/2021,388,6982,2,Outdoor Adventurers
350,TechCorp,Email,Men 18-24,60 days,Website,0.04,10541,5.55,Chicago,16/12/2021,512,7904,1,Foodies
351,Alpha Innovations,Social Media,Women 35-44,45 days,Email,0.13,10946,4.63,Miami,17/12/2021,942,1368,6,Fashionistas
352,NexGen Systems,Influencer,Men 25-34,15 days,Instagram,0.08,8298,7.59,Los Angeles,18/12/2021,206,6491,6,Tech Enthusiasts
353,DataTech Solutions,Social Media,Women 25-34,15 days,YouTube,0.13,15499,2.4,Los Angeles,19/12/2021,995,9222,10,Health & Wellness
354,Innovate Industries,Search,Men 18-24,30 days,YouTube,0.03,16232,3.75,New York,20/12/2021,453,8552,5,Outdoor Adventurers
355,TechCorp,Influencer,Women 35-44,15 days,Website,0.04,7495,5.4,New York,21/12/2021,978,8369,4,Tech Enthusiasts
356,NexGen Systems,Email,Women 25-34,45 days,Facebook,0.06,11373,6.38,Houston,22/12/2021,988,9052,10,Foodies
357,Innovate Industries,Social Media,All Ages,15 days,YouTube,0.11,13928,3.44,New York,23/12/2021,150,5057,9,Foodies
358,DataTech Solutions,Email,Men 25-34,15 days,Google Ads,0.12,13130,3.46,Chicago,24/12/2021,474,5089,9,Health & Wellness
359,NexGen Systems,Email,All Ages,60 days,Instagram,0.08,17853,4.05,Los Angeles,25/12/2021,639,6050,3,Tech Enthusiasts
360,DataTech Solutions,Social Media,Men 25-34,15 days,Google Ads,0.1,15918,4.28,Miami,26/12/2021,699,8981,4,Foodies
361,DataTech Solutions,Search,Women 25-34,45 days,Instagram,0.13,10476,3,Miami,27/12/2021,647,5774,8,Outdoor Adventurers
362,TechCorp,Influencer,Men 25-34,60 days,Facebook,0.03,14552,4.45,Los Angeles,28/12/2021,171,4499,2,Fashionistas
363,Innovate Industries,Social Media,Women 25-34,15 days,Facebook,0.03,5487,7.73,New York,29/12/2021,290,6655,5,Foodies
364,NexGen Systems,Social Media,All Ages,30 days,Google Ads,0.08,19702,7.57,Chicago,30/12/2021,710,3708,2,Foodies
365,DataTech Solutions,Social Media,Women 25-34,60 days,Email,0.12,12050,3.59,Houston,31/12/2021,679,3627,3,Tech Enthusiasts
366,Alpha Innovations,Social Media,All Ages,60 days,Facebook,0.07,15748,7.14,New York,1/1/2021,326,6464,10,Health & Wellness
367,Alpha Innovations,Email,Men 25-34,45 days,Google Ads,0.05,18419,5.13,Houston,1/2/2021,238,3615,5,Foodies
368,DataTech Solutions,Influencer,Men 18-24,15 days,Facebook,0.15,9913,3.57,New York,1/3/2021,309,8560,3,Foodies
369,Innovate Industries,Influencer,Men 18-24,45 days,Instagram,0.09,9187,3.75,Houston,1/4/2021,969,4620,1,Tech Enthusiasts
370,TechCorp,Social Media,Women 35-44,45 days,Email,0.12,12157,7.61,New York,1/5/2021,901,7766,9,Fashionistas
371,Alpha Innovations,Display,All Ages,30 days,Website,0.08,7789,3.37,Houston,1/6/2021,636,1287,6,Tech Enthusiasts
372,TechCorp,Email,Men 25-34,30 days,Email,0.09,14392,6.94,Chicago,1/7/2021,849,3258,5,Tech Enthusiasts
373,Alpha Innovations,Search,Men 18-24,30 days,Google Ads,0.14,14255,3.96,Houston,1/8/2021,318,7567,8,Tech Enthusiasts
374,Alpha Innovations,Search,Women 25-34,30 days,Email,0.05,18926,5.66,New York,1/9/2021,846,4907,1,Fashionistas
375,TechCorp,Influencer,Women 35-44,30 days,Website,0.11,17286,2.18,Chicago,1/10/2021,957,6429,5,Health & Wellness
376,NexGen Systems,Social Media,Women 25-34,30 days,Facebook,0.09,9309,4.27,Miami,1/11/2021,289,9828,1,Tech Enthusiasts
377,NexGen Systems,Social Media,Men 18-24,45 days,Facebook,0.11,5188,4.75,Chicago,1/12/2021,471,4732,1,Tech Enthusiasts
378,NexGen Systems,Social Media,Women 25-34,60 days,Google Ads,0.02,12282,4.65,Houston,13/01/2021,791,9225,5,Outdoor Adventurers
379,NexGen Systems,Email,Women 35-44,45 days,Google Ads,0.03,18162,6.87,Miami,14/01/2021,887,7542,3,Tech Enthusiasts
380,Alpha Innovations,Display,All Ages,60 days,YouTube,0.04,13380,5.75,New York,15/01/2021,146,8829,3,Outdoor Adventurers
381,Innovate Industries,Influencer,Men 25-34,45 days,Instagram,0.05,7519,3.42,Chicago,16/01/2021,735,7427,9,Fashionistas
382,Innovate Industries,Email,Men 25-34,15 days,Google Ads,0.1,8434,3.53,Los Angeles,17/01/2021,202,9587,6,Health & Wellness
